instances,feature_DominantPairs,feature_SmallerBetterPairs,feature_CapacityFraction,feature_CapFracDistanceFromOneHalf,feature_CorrelationCoefficient,feature_ApproximationGap,feature_CoeffVarWeights,feature_CoeffVarProfits,feature_CoeffVarEffics,feature_PossibleItemFixProportion,feature_SubsetSumLikeness,feature_ModBalasZemelMeasure,feature_MaxCardinality,feature_MinCardinality,feature_CardinalityGap,feature_FirstWeight,feature_FirstProfit,feature_PolyfitLinear,feature_PolyfitQuadratic,feature_PolyfitCubic,feature_BeforeAfterSplitRatio,feature_EvenOddLikeness,feature_GreedyUnusedCapacity,feature_ReducedDominantPairs,feature_ReducedSmallerBetterPairs,feature_ReducedCapacityFraction,feature_ReducedCapFracDistanceFromOneHalf,feature_ReducedCorrelationCoefficient,feature_ReducedApproximationGap,feature_ReducedCoeffVarWeights,feature_ReducedCoeffVarProfits,feature_ReducedCoeffVarEffics,feature_ReducedSubsetLikeness,feature_ReducedModBalasZemelMeasure,feature_ReducedMaxCardinality,feature_ReducedMinCardinality,feature_ReducedCardinalityGap,feature_ReducedFirstWeight,feature_ReducedFirstProfit,feature_ReducedPolyfitLinear,feature_ReducedPolyfitQuadratic,feature_ReducedPolyfitCubic,feature_ReducedBeforeAfterSplitRatio,feature_ReducedGreedyUnusedCapacity,algo_Expknap,algo_Minknap,algo_Combo,source
InverseStrong043,0,0,0.213931746597782,0.572136506804436,1,0.036951935995501,0.299951778631293,0.333900254521368,0.0270309394670089,0.358,0.012,0.00149349770130193,0.431,0.12,0.311,0.0656044985941893,0.002002002002002,1,1,1,0.0498479256383133,0.012,0.00636598552981651,0,0,0.253185004698506,0.493629990602989,1,0.036951935995501,0.154055830230643,0.168753428720738,0.00365200939874777,0.0186915887850467,0.00256574327632488,0.350467289719626,0.186915887850467,0.163551401869159,0.406747891283974,0.366366366366366,1,1,1,0.0923375384105114,0.00636598552981651,15,0.00969593,0.000176091,InvStrongCorrelated
InverseStrong044,0,0,0.218906127203323,0.562187745593353,1,0.0128155166135308,0.298682552988936,0.323399975109042,0.0218988738758153,0.631,0.02,0.000675245887354623,0.435,0.125,0.31,0.049618320610687,0.00100300902708124,1,1,1,0.0520191735874713,0.02,0,0,0,0.382778686085711,0.234442627828578,1,0.669786429351745,0.0700546332129466,0.0743086182198227,0.000895215046298881,0.0542005420054201,0.131741440783305,0.430894308943089,0.338753387533875,0.0921409214092141,0.674618320610687,0.657973921765296,1,1,1,0.253897477290807,0.910423109095046,15,0.00283414,0.000220217,InvStrongCorrelated
InverseStrong045,0,0,0.223880790169186,0.552238419661627,1,0.0776672985782061,0.248511993554706,0.32850271719198,0.0355306441172329,0.436,0.006,0.00126880149004996,0.394,0.138,0.256,0.162888329135181,0.003,1,1,1,0.0599531708413468,0.006,0,0,0,0.302919523412998,0.394160953174004,1,0.512667298578206,0.113709455728781,0.142957624018652,0.00666238278193306,0.0106382978723404,0.0168441729595492,0.377659574468085,0.24468085106383,0.132978723404255,0.526448362720403,0.436,1,1,1,0.142234375285788,0.89915558223199,15,0.00859385,0.000221231,InvStrongCorrelated
InverseStrong046,0,0,0.22885612740118,0.54228774519764,1,0.014300720906278,0.289334960594454,0.340919522739295,0.0320318283205228,0.748,0.005,0.000386545445800117,0.44,0.131,0.309,0.0976491862567812,0.002,1,1,1,0.0559196982137944,0.005,0,0,0,0.525514958312899,0.051029916625797,1,0.75206102603646,0.0499109714027537,0.055997771512323,0.00124483727818219,0.0198412698412698,0.13233273950291,0.55952380952381,0.488095238095238,0.0714285714285715,0.764759309718438,0.739698492462312,1,1,1,0.484484986857148,0.924566949172902,15,0.000881254,0.000665576,InvStrongCorrelated
InverseStrong047,0,0,0.233831663978723,0.532336672042554,1,0.0543248945147668,0.302829781067075,0.345795938516661,0.0293222673906569,0.274,0.013,0.00182143493422217,0.457,0.13,0.327,0.0778498609823911,0.00100401606425703,1,1,1,0.0536748954831724,0.013,0,0,0,0.260016911157431,0.479966177685138,1,0.302316862386253,0.193937118216848,0.218118721185313,0.00696999950631425,0.0179063360881543,0.014191717467031,0.391184573002755,0.179063360881543,0.212121212121212,0.306765523632994,0.248995983935743,1,1,1,0.0836654514216805,0.812684458136241,15,0.0140587,0.00017265,InvStrongCorrelated
InverseStrong048,0,0,0.238807294269306,0.522385411461389,1,0.0268385268385276,0.307874445941265,0.335050637365993,0.0245341252386767,0.413,0.017,0.0013697456545761,0.467,0.134,0.333,0.0522813688212928,0.002002002002002,1,1,1,0.057631730862288,0.017,0.00636598552981651,0,0,0.295365481164989,0.409269037670021,1,0.0268385268385276,0.138707739181363,0.148733313243249,0.00239903960042502,0.0289608177172061,0.00255430133738507,0.386712095400341,0.228279386712095,0.158432708688245,0.435361216730038,0.405405405405405,1,1,1,0.126585884585796,0.00636598552981651,15,0.0093071,0.000330254,InvStrongCorrelated
InverseStrong049,0,0,0.243782450757264,0.512435098485473,1,0.0424588353413565,0.275878027171582,0.329921167476225,0.031488415078829,0.508,0.011,0.00103421809824352,0.442,0.145,0.297,0.108132260947274,0.002,1,1,1,0.0635204514745926,0.011,0.00636598552981651,0,0,0.351948673007796,0.296102653984409,1,0.0424588353413565,0.10003017773005,0.115189836336508,0.00337598829665671,0.0223577235772358,0.00254911773433116,0.420731707317073,0.294715447154472,0.126016260162602,0.572832886505809,0.522,1,1,1,0.195653294267737,0.00636598552981651,15,0.00656418,0.000274457,InvStrongCorrelated
InverseStrong050,0,0,0.248756495916852,0.502487008166296,1,0.05490239562909,0.261684876935657,0.327539561770545,0.0332921893627817,0.492,0.006,0.00110507472135358,0.432,0.149,0.283,0.130358705161855,0.00100502512562814,1,1,1,0.0665735143677921,0.006,0,0,0,0.358120820910643,0.283758358178713,1,0.538319481056226,0.108738321971232,0.130047336980567,0.00466029954436729,0.0118110236220472,0.0250917343379111,0.433070866141732,0.293307086614173,0.139763779527559,0.552055993000875,0.485427135678392,1,1,1,0.196425601173386,0.899628607630037,15,0.00659647,0.000182877,InvStrongCorrelated
InverseStrong051,0,0,0.253732011035717,0.492535977928566,1,0.119953079178871,0.260634731348045,0.341965215430717,0.0398235142703359,0.181,0.003,0.00204397218926614,0.438,0.154,0.284,0.154822335025381,0.001,1,1,1,0.0697018893159797,0.003,0.0127306982019456,0,0,0.272990557485419,0.454018885029162,1,0.119953079178871,0.194573659282598,0.250266718961321,0.0170027596615417,0.00366300366300366,0.00255116396411475,0.402930402930403,0.188034188034188,0.214896214896215,0.296108291032149,0.168,1,1,1,0.0931734656590579,0.0127306982019456,15,0.0201697,0.00023597,InvStrongCorrelated
InverseStrong052,0,0,0.258707050587305,0.48258589882539,1,0.0924035850196244,0.276533849899073,0.325831841134456,0.0296251662534827,0.018,0.007,0.00248230316733766,0.458,0.154,0.304,0.0985533453887884,0.002002002002002,1,1,1,0.0697018893159797,0.007,0.00636598552981651,0,0,0.259625136160463,0.480749727679075,1,0.0924035850196244,0.268398120561787,0.315897892712766,0.0255042204290322,0.00712830957230143,0.00254914538716888,0.45213849287169,0.156822810590631,0.295315682281059,0.118444846292948,0.024024024024024,1,1,1,0.0715021390419616,0.00636598552981651,15,0.0268806,0.00124215,InvStrongCorrelated
InverseStrong053,0,0,0.263681918139541,0.472636163720918,1,0.0875023960130225,0.277825554604058,0.323391498461801,0.0291864945969174,0.015,0.01,0.0025161507604076,0.466,0.158,0.308,0.0910746812386157,0.001001001001001,1,1,1,0.0722602868711738,0.01,0,0,0,0.264369421247275,0.47126115750545,1,0.0985134070240336,0.270704302501746,0.314837681981348,0.0252144879536932,0.0101522842639594,0.00287035839999756,0.45989847715736,0.160406091370558,0.299492385786802,0.101092896174863,0.012012012012012,1,1,1,0.0738235916721896,0.530292344376736,15,0.0297625,0.000193031,InvStrongCorrelated
InverseStrong054,0,0,0.268657863917968,0.462684272164064,1,0.00757538631092874,0.305083804438377,0.343508050051053,0.0280992544826851,0.826,0.013,0.000283276945102436,0.493,0.15,0.343,0.0709617180205415,0.00200601805416249,1,1,1,0.0671930948722894,0.013,0,0,0,0.558058484037101,0.116116968074202,1,0.809098574629798,0.0364489317648557,0.039610193227294,0.000641240793820517,0.0747126436781609,0.246141836042303,0.586206896551724,0.528735632183908,0.057471264367816,0.817554240631164,0.803191489361702,1,1,1,0.538627541489855,0.923392508625121,15,0.000426933,0.000354616,InvStrongCorrelated
InverseStrong055,0,0,0.273633069310668,0.452733861378664,1,0.00951995905835065,0.276395545369289,0.336495256929006,0.0350862407186326,0.85,0.012,0.00021396450715368,0.475,0.164,0.311,0.116710875331565,0.001,1,1,1,0.0761933993993247,0.012,0,0,0,0.462611151865843,0.0747776962683139,1,0.856462837399938,0.0250010979575369,0.0288886397703269,0.00077813691421832,0.08,0.205409755073684,0.48,0.44,0.04,0.867239732569245,0.84825327510917,1,1,1,0.415249340538568,0.930016196787802,15,0.000317412,0.000251963,InvStrongCorrelated
InverseStrong056,0,0,0.278607659812123,0.442784680375754,1,0.0147180043383851,0.293859425313992,0.326231945573514,0.0264565206316436,0.622,0.017,0.000595747037395416,0.496,0.164,0.332,0.0646067415730337,0.001,1,1,1,0.0748694327968702,0.017,0.00636598552981651,0,0,0.482423527677453,0.0351529446450947,1,0.0147180043383851,0.070084052965857,0.075778699177511,0.00118782162074798,0.044973544973545,0.00255361631038827,0.531746031746032,0.433862433862434,0.0978835978835979,0.676966292134832,0.655,1,1,1,0.397583617650433,0.00636598552981651,15,0.00249061,0.000305515,InvStrongCorrelated
InverseStrong057,0,0,0.283582450812543,0.432835098374914,1,0.0671024287222826,0.279492026342724,0.335164353863627,0.0328348153334846,0.298,0.006,0.00164427667472735,0.487,0.168,0.319,0.107238605898123,0.001,1,1,1,0.0788808556881287,0.006,0,0,0,0.325576570017433,0.348846859965134,1,0.361102428722283,0.16735216383019,0.196224612989801,0.00759490163604546,0.00854700854700855,0.0137271069680762,0.44017094017094,0.239316239316239,0.200854700854701,0.369973190348525,0.295,1,1,1,0.136977215244898,0.848765429404368,15,0.0134364,0.000158715,InvStrongCorrelated
InverseStrong058,0,0,0.288558313526851,0.422883372946297,1,0.027046413502103,0.285072214976893,0.335599209306316,0.0303984095398563,0.597,0.009,0.000734158982055371,0.499,0.17,0.329,0.0985533453887884,0.003,1,1,1,0.0802446429138458,0.009,0.0127306982019456,0,0,0.477118764249637,0.0457624715007254,1,0.027046413502103,0.0806299885450021,0.0911257112396613,0.00224319749583,0.0223325062034739,0.00255583547590575,0.533498759305211,0.421836228287841,0.11166253101737,0.639240506329114,0.601,1,1,1,0.387032705374997,0.0127306982019456,15,0.00326097,0.000564683,InvStrongCorrelated
InverseStrong059,0,0,0.293533637573239,0.412932724853521,1,0.137280280280276,0.252091307750207,0.327808779437017,0.0358520675975743,0.046,0.008,0.00238218123878596,0.474,0.185,0.289,0.152671755725191,0.001,1,1,1,0.0901797258953123,0.008,0.0127306982019456,0,0,0.297664929258438,0.404670141483124,1,0.137280280280276,0.234062731203919,0.302957112699364,0.0273717268849484,0.00838574423480084,0.00254700408731166,0.463312368972746,0.193920335429769,0.269392033542977,0.197625106022053,0.054,1,1,1,0.0968440700130387,0.0127306982019456,15,0.0294091,0.0012724,InvStrongCorrelated
InverseStrong060,0,0,0.298508274570315,0.402983450859369,1,0.0253011235955055,0.311537835445406,0.339517129615191,0.0236602300596243,0.425,0.013,0.0012717130154004,0.53,0.169,0.361,0.0521821631878558,0.001,1,1,1,0.0782040048621652,0.013,0,0,0,0.372375918046989,0.255248163906023,1,0.444301123595505,0.137050070559278,0.147050223796536,0.00239670264296863,0.0226086956521739,0.0448586359754502,0.467826086956522,0.293913043478261,0.173913043478261,0.450664136622391,0.421,1,1,1,0.19288817386003,0.86736124528826,15,0.00909674,0.000230983,InvStrongCorrelated
InverseStrong061,0,0,0.303482962214497,0.393034075571005,1,0.124951844262308,0.259864407084073,0.329284708283236,0.0348631756387629,0.045,0.006,0.00239355423821081,0.491,0.189,0.302,0.138050043140638,0.001,1,1,1,0.093899172922765,0.06,0,0,0,0.307358989985078,0.385282020029845,1,0.174951844262308,0.2417319088391,0.305061375624635,0.0264174447602779,0.00628272251308901,0.00357474718575894,0.479581151832461,0.197905759162304,0.281675392670157,0.182053494391717,0.052,1,1,1,0.100758533349595,0.715892613191639,15,0.0325149,0.000191015,InvStrongCorrelated
InverseStrong062,0,0,0.3084587964449,0.383082407110199,1,0.0201593345923252,0.270618273892324,0.340157228787249,0.036764086563434,0.74,0.005,0.00039893710655044,0.507,0.188,0.319,0.134548611111111,0.002002002002002,1,1,1,0.0931478409701595,0.005,0.0127306982019456,0,0,0.540091794257522,0.0801835885150441,1,0.021333872095056,0.0484861063568161,0.0574886059291133,0.00184479136245178,0.0192307692307692,0.002560094738234,0.573076923076923,0.503846153846154,0.0692307692307692,0.768459434822242,0.730932203389831,1,1,1,0.504934641640221,0.0127306982019456,15,0.00089693,0.00060676,InvStrongCorrelated
InverseStrong063,0,0,0.313433719484518,0.373132561030964,1,0.0144325116076458,0.306029241708258,0.333933373095771,0.0258493724626529,0.597,0.01,0.000713505919552906,0.538,0.179,0.359,0.0540796963946869,0.002002002002002,1,1,1,0.0858370371073812,0.01,0,0,0,0.505165817986242,0.0103316359724837,1,0.613031110206244,0.0859126193348114,0.0917174803456946,0.00123203786336773,0.0248138957816377,0.108054313792829,0.56575682382134,0.444168734491315,0.121588089330025,0.621442125237192,0.600600600600601,1,1,1,0.417827306118271,0.903260023175018,15,0.00334841,0.000182931,InvStrongCorrelated
InverseStrong064,0,0,0.318407968621184,0.363184062757632,1,0.0815822332025457,0.288492599831611,0.335290876332355,0.0298652374987748,0.04,0.008,0.00241993431148979,0.53,0.188,0.342,0.0886654478976234,0.00100200400801603,1,1,1,0.0931478409701595,0.008,0,0,0,0.320952367951348,0.358095264097305,1,0.122664397531203,0.270739952397647,0.313945777395603,0.0214884982675622,0.00833333333333333,0.00383376847313032,0.517708333333333,0.195833333333333,0.321875,0.126142595978062,0.0420841683366733,1,1,1,0.0991349533793074,0.598592046969001,15,0.028508,0.000163914,InvStrongCorrelated
InverseStrong065,0,0,0.323383616901271,0.353232766197459,1,0.127368143459928,0.265917453949772,0.335366968323761,0.0358143224338252,0.015,0.008,0.00251100876404704,0.516,0.2,0.316,0.136796536796537,0.003,1,1,1,0.101622593755193,0.008,0,0,0,0.324602196797322,0.350795606405357,1,0.141368143459928,0.259827679235517,0.327258334863549,0.0325433683079402,0.00812182741116751,0.00282999618676665,0.512690355329949,0.203045685279188,0.309644670050761,0.147186147186147,0.015,1,1,1,0.104040398289725,0.659850210875935,15,0.0303204,0.000165484,InvStrongCorrelated
InverseStrong066,0,0,0.328359312347625,0.343281375304749,1,0.0295805566955194,0.27581838452812,0.32804284114298,0.0309714598562152,0.561,0.003,0.000755097043396985,0.528,0.2,0.328,0.104222821203953,0.002002002002002,1,1,1,0.102416382349567,0.003,0,0,0,0.516396778017323,0.0327935560346462,1,0.599150126265089,0.0869246996043685,0.0993210884528719,0.00267775602419969,0.00683371298405467,0.0516814687539357,0.57630979498861,0.455580865603645,0.120728929384966,0.61455525606469,0.570570570570571,1,1,1,0.438698838870832,0.907448259910562,15,0.00388416,0.000208196,InvStrongCorrelated
InverseStrong067,0,0,0.333334503248269,0.333330993503462,1,0.0147250280583685,0.29996729306071,0.335535677763785,0.024670937566253,0.64,0.012,0.000574554963677054,0.554,0.194,0.36,0.0672268907563025,0.001,1,1,1,0.0977126377725583,0.012,0.101003076898026,0,0,0.589172389406882,0.178344778813764,1,0.0147250280583685,0.0741426642025399,0.0804617817117569,0.00134694956560004,0.0333333333333333,0.00257135565070748,0.636111111111111,0.538888888888889,0.0972222222222222,0.661064425770308,0.637,1,1,1,0.553190154917177,0.101003076898026,15,0.00184107,0.00144538,InvStrongCorrelated
InverseStrong068,0,0,0.338309716191504,0.323380567616991,1,0.0916192241493556,0.276507301715586,0.332240502733444,0.0320549447319205,0.1,0.005,0.00223340469018083,0.539,0.208,0.331,0.1084229390681,0.00100401606425703,1,1,1,0.108911600837941,0.005,0,0,0,0.348086062930907,0.303827874138185,1,0.190012798446544,0.235261846849609,0.280651764631138,0.0178341402547337,0.00555555555555556,0.00528876675922195,0.515555555555556,0.231111111111111,0.284444444444444,0.196236559139785,0.0993975903614458,1,1,1,0.129198416116748,0.726203755560463,15,0.0236793,0.000192687,InvStrongCorrelated
InverseStrong069,0,0,0.343284711083804,0.313430577832391,1,0.0814854368932138,0.267382638484817,0.343087956348272,0.0372906669524181,0.324,0.005,0.00153921816916883,0.537,0.211,0.326,0.141752577319588,0.001,1,1,1,0.110576386318377,0.005,0.49680093259381,0,0,0.407246315766341,0.185507368467319,1,0.0814854368932138,0.156867426985783,0.194614994820901,0.00949789946389225,0.00739644970414201,0.00256087380797294,0.516272189349112,0.312130177514793,0.20414201183432,0.402920962199313,0.305,1,1,1,0.218680317308556,0.49680093259381,15,0.0117412,0.000166283,InvStrongCorrelated
InverseStrong070,0,0,0.348259292518714,0.303481414962573,1,0.0110431630774138,0.267446744130261,0.340601388038806,0.0390419739310306,0.864,0.007,0.000211107067036574,0.54,0.217,0.323,0.139655172413793,0.001001001001001,1,1,1,0.116535752015038,0.007,0,0,0,0.530201025947194,0.0604020518943886,1,0.863347865604729,0.0239022333980224,0.0288614654631838,0.000996008529774437,0.0514705882352941,0.167580967955122,0.551470588235294,0.507352941176471,0.0441176470588236,0.876381909547739,0.852517985611511,1,1,1,0.509498966911897,0.927145038909296,15,0.0002799,0.000199171,InvStrongCorrelated
InverseStrong071,0,0,0.353235025064949,0.293529949870101,1,0.0227800829875632,0.256560536776518,0.335695894912919,0.0385401549247334,0.76,0.006,0.000391765964311174,0.537,0.224,0.313,0.155536770921386,0.001,1,1,1,0.122706508906824,0.006,0,0,0,0.554021414825052,0.108042829650104,1,0.760600759719187,0.0440729029475628,0.054304900519617,0.00209674472152009,0.025,0.076705545881006,0.583333333333333,0.520833333333333,0.0625,0.780961182994455,0.736373748609566,1,1,1,0.527609670711724,0.924921138394379,15,0.00320894,0.000686448,InvStrongCorrelated
InverseStrong072,0,0,0.358209182353568,0.283581635292864,1,0.0278064516129089,0.289980766540495,0.319777585323527,0.0247725440021056,0.374,0.008,0.00119593997125472,0.564,0.217,0.347,0.0610902255639098,0.001,1,1,1,0.115671626962838,0.008,0.0127306982019456,0,0,0.433380247691445,0.133239504617109,1,0.0278064516129089,0.136175377608781,0.147916431717517,0.00276800910901401,0.012779552715655,0.0025473098181715,0.528753993610224,0.346645367412141,0.182108626198083,0.461466165413534,0.427,1,1,1,0.267063678428169,0.0127306982019456,15,0.00678912,0.000240483,InvStrongCorrelated
InverseStrong073,0,0,0.363185178916752,0.273629642166496,1,0.0287161572052282,0.267816329404304,0.32967178564532,0.0320825235588524,0.639,0.005,0.000630056476219732,0.555,0.225,0.33,0.123131046613896,0.003,1,1,1,0.123605686984513,0.005,0,0,0,0.582383662859962,0.164767325719924,1,0.634758924953844,0.0759364573101459,0.0890500885942081,0.00278167184070018,0.0138504155124654,0.0547506925370438,0.631578947368421,0.529085872576177,0.102493074792244,0.655826558265583,0.607216494845361,1,1,1,0.539122439854052,0.912621946716672,15,0.00230402,0.000217178,InvStrongCorrelated
InverseStrong074,0,0,0.368159483696094,0.263681032607811,1,0.0174600132046796,0.255250979579713,0.326986898868538,0.0341281239551729,0.814,0.007,0.000323599233902131,0.551,0.235,0.316,0.14738646101114,0.004004004004004,1,1,1,0.132846208620838,0.007,0.00636598552981651,0,0,0.501341940061918,0.00268388012383625,1,0.0200719829591363,0.0351904165427281,0.0428323506995862,0.00153268310573533,0.0376344086021505,0.00256209166262492,0.526881720430108,0.473118279569892,0.053763440860215,0.812921890067502,0.776754890678941,1,1,1,0.463982923928349,0.00636598552981651,15,0.000499176,0.000383386,InvStrongCorrelated
InverseStrong075,0,0,0.373134328358209,0.253731343283582,1,0.0389828772667014,0.270231015815157,0.33894681841881,0.0358827471252122,0.528,0.004,0.000792834768362354,0.566,0.231,0.335,0.13141862489121,0.001001001001001,1,1,1,0.129095216183202,0.004,0,0,0,0.550824368404819,0.101648736809638,1,0.565335909848526,0.0983805340067361,0.117477884496636,0.00413909435222199,0.00847457627118644,0.0368597305950415,0.616525423728814,0.480932203389831,0.135593220338983,0.589160839160839,0.527162977867203,1,1,1,0.474812271411197,0.906092768351092,15,0.0033421,0.000192396,InvStrongCorrelated
InverseStrong076,0,0,0.378110523606757,0.243778952786486,1,0.00500837537875232,0.269139043712645,0.336932410929692,0.0361094975902442,0.955,0.004,0.000103794423438224,0.569,0.237,0.332,0.132519616390584,0.004004004004004,1,1,1,0.134749526313209,0.004,0.0381514484716725,0,0,0.407040704070407,0.185918591859186,1,0.00648104534114805,0.0109382638561498,0.0131229866746035,0.000435160776323605,0.0888888888888889,0.00255678890640985,0.422222222222222,0.4,0.0222222222222222,0.935869565217391,0.923575129533679,1,1,1,0.352416382349567,0.0381514484716725,0.00362925,3.70566e-05,3.15396e-05,InvStrongCorrelated
InverseStrong077,0,0,0.383085191408277,0.233829617183446,1,0.0558411386882799,0.279913948897938,0.32504507034886,0.0289558084538516,0.256,0.003,0.00166861010861531,0.58,0.236,0.344,0.0885844748858448,0.001001001001001,1,1,1,0.133795534425874,0.003,0,0,0,0.425848298580326,0.148303402839347,1,0.319104401951543,0.178155213861236,0.203651915128993,0.00695302774441913,0.00403225806451613,0.0145785950405626,0.549731182795699,0.317204301075269,0.23252688172043,0.328767123287671,0.264264264264264,1,1,1,0.227480254267603,0.827052667484257,15,0.0130068,0.000167533,InvStrongCorrelated
InverseStrong078,0,0,0.388060738564658,0.223878522870684,1,0.0422951945080131,0.278205769824488,0.335467183247023,0.0336963787568442,0.447,0.006,0.00102740678328401,0.585,0.24,0.345,0.109625668449198,0.001,1,1,1,0.137639669826844,0.006,0,0,0,0.515606616226243,0.0312132324524867,1,0.491295194508013,0.119486051931834,0.13913118632356,0.00446221246939124,0.0108499095840868,0.0296560282231383,0.594936708860759,0.433996383363472,0.160940325497287,0.509803921568627,0.45,1,1,1,0.406011039710677,0.889627250748518,15,0.00640933,0.000207628,InvStrongCorrelated
InverseStrong079,0,0,0.393035881090771,0.213928237818458,1,0.0498611105073517,0.24941064246843,0.327389446554778,0.0366711093807209,0.487,0.004,0.000858052217080376,0.568,0.257,0.311,0.157227387996619,0.00100200400801603,1,1,1,0.153783675380474,0.004,0,0,0,0.547560086470952,0.0951201729419042,1,0.548078726639203,0.0965227162822843,0.120394440537611,0.00518156666153145,0.00779727095516569,0.0277769748011215,0.612085769980507,0.47953216374269,0.132553606237817,0.580479452054795,0.501525940996948,1,1,1,0.470205169888629,0.906230088673802,15,0.00494041,0.000205368,InvStrongCorrelated
InverseStrong080,0,0,0.398011596884823,0.203976806230354,1,0.00584074074073578,0.303859959974304,0.333340312979745,0.0233126158471301,0.817,0.008,0.000282563837628989,0.613,0.235,0.378,0.0586565752128666,0.005,1,1,1,0.131901531512518,0.008,0,0,0,0.532699335715872,0.0653986714317443,1,0.810360600408556,0.0365539606413681,0.0393071991386742,0.000556221505989833,0.0437158469945355,0.281930876677861,0.562841530054645,0.502732240437158,0.0601092896174863,0.819304152637486,0.806954436450839,1,1,1,0.496502229953276,0.912978032526245,15,0.00035871,0.000259183,InvStrongCorrelated
InverseStrong081,0,0,0.402985768685597,0.194028462628806,1,0.0622358490565966,0.296664615662929,0.331798351440156,0.0262489087668223,0.04,0.01,0.00240846486113868,0.609,0.245,0.364,0.0680970149253731,0.001,1,1,1,0.142551469538707,0.01,0,0,0,0.405685583356596,0.188628833286809,1,0.105235849056597,0.278027843010227,0.310432890868379,0.0183780584703334,0.0104166666666667,0.00431170915367861,0.598958333333333,0.255208333333333,0.34375,0.108208955223881,0.044,1,1,1,0.15295542638179,0.544343478871442,15,0.0280353,0.000201584,InvStrongCorrelated
InverseStrong082,0,0,0.407960764017892,0.184078471964216,1,0.0881168224299036,0.277653937368269,0.32798272061901,0.031902685811181,0.059,0.005,0.00236213866371134,0.601,0.255,0.346,0.0991884580703336,0.001,1,1,1,0.152737983064109,0.05,0,0,0,0.413310431545295,0.173379136909409,1,0.143116822429904,0.250830639763919,0.29519036600786,0.0203480894713761,0.0053134962805526,0.00414784797115295,0.587672688629118,0.270988310308183,0.316684378320935,0.149684400360685,0.057,1,1,1,0.170058710246252,0.651411053998795,15,0.0248382,0.000187042,InvStrongCorrelated
InverseStrong083,0,0,0.412936900347796,0.174126199304408,1,0.0577031630170241,0.297149338659746,0.336635731973125,0.028356511869499,0.15,0.005,0.00206053045803955,0.619,0.248,0.371,0.0741427247451344,0.001,1,1,1,0.145556193563041,0.005,0.00636598552981651,0,0,0.429979979253864,0.140040041492271,1,0.0577031630170241,0.231754966012534,0.260598167935732,0.0103819254211362,0.00588235294117647,0.00254818462285548,0.590588235294118,0.291764705882353,0.298823529411765,0.205746061167748,0.143,1,1,1,0.19452077554664,0.00636598552981651,15,0.0170709,0.000287243,InvStrongCorrelated
InverseStrong084,0,0,0.417910791667499,0.164178416665003,1,0.113465338209956,0.2642085726481,0.326162167252903,0.0337947034756303,0.03,0.005,0.00244712403954987,0.6,0.27,0.33,0.126315789473684,0.003003003003003,1,1,1,0.16895045148403,0.005,0.00636598552981651,0,0,0.420948638005864,0.158102723988272,1,0.113465338209956,0.25125199803823,0.309428721118265,0.0273859785834784,0.00515463917525773,0.00254735829739247,0.593814432989691,0.278350515463918,0.315463917525773,0.151754385964912,0.032032032032032,1,1,1,0.178472213557708,0.00636598552981651,15,0.0252188,0.00109698,InvStrongCorrelated
InverseStrong085,0,0,0.422885735763954,0.154228528472092,1,0.0450807703362981,0.270816536591447,0.332533957524378,0.0335564829403852,0.457,0.007,0.000996137133181862,0.611,0.269,0.342,0.12212389380531,0.00201207243460765,1,1,1,0.165616903754162,0.007,0.0190928666850606,0,0,0.571423432040818,0.142846864081635,1,0.0450807703362981,0.109773098409624,0.12959070472567,0.0045008249253076,0.0128913443830571,0.00254913105092494,0.640883977900553,0.495395948434622,0.14548802946593,0.519469026548673,0.453722334004024,1,1,1,0.489274514215739,0.0190928666850606,15,0.00511178,0.000427792,InvStrongCorrelated
InverseStrong086,0,0,0.427860725559186,0.144278548881628,1,0.093624213757681,0.248737122818632,0.325401398319776,0.0359439705504057,0.244,0.007,0.00164541359390045,0.599,0.283,0.316,0.15580016934801,0.002002002002002,1,1,1,0.180395512726936,0.007,0,0,0,0.482317736222772,0.0353645275544566,1,0.348879469012936,0.165183101031647,0.21042262991519,0.0120687374547806,0.00925925925925926,0.00950902729313183,0.593915343915344,0.374338624338624,0.21957671957672,0.370872142252329,0.256256256256256,1,1,1,0.305599887785785,0.856786211580341,15,0.0125626,0.000197633,InvStrongCorrelated
InverseStrong087,0,0,0.432836807861605,0.134326384276789,1,0.150666295884323,0.248691322164632,0.330872940533459,0.0382467887414992,0.009,0.008,0.00251607579449997,0.603,0.286,0.317,0.164016736401674,0.001,1,1,1,0.186311372135041,0.008,0.00636598552981651,0,0,0.433958457041722,0.132083085916557,1,0.150666295884323,0.245183828090082,0.32589124637414,0.0362710382837382,0.00807265388496468,0.0025523824182176,0.602421796165489,0.288597376387487,0.313824419778002,0.172384937238494,0.011,1,1,1,0.189424520884938,0.00636598552981651,15,0.0236234,0.00106383,InvStrongCorrelated
